"1,11606378,12910488,1304110,61.7632285244925,7183"
"1,20663519,21756276,1092757,21.4785598465962,5111"
"1,21759660,22948447,1188787,37.7458436170372,7205"
"1,24772314,26101977,1329663,87.5918465629113,5705"
"1,26249036,27938814,1689778,29.5341073006561,6258"
"1,27956250,29880956,1924706,44.6653713599011,8478"
"1,43159179,44747249,1588070,52.0695965979482,6749"
"1,45010266,47060530,2050264,38.1378250741104,8627"
"1,55760640,57212821,1452181,40.1386454374327,8068"
"1,64938498,66630392,1691894,45.4227955269889,7522"
"1,100794065,101983457,1189392,55.1552607112771,5595"
"1,112403549,113486087,1082538,62.4297478545642,5408"
"1,117484600,119038460,1553860,40.8801274281845,7083"
"1,149626124,151563774,1937650,73.9855256652404,6421"
"1,160541892,161870089,1328197,30.5337984130421,7162"
"1,183620073,185650939,2030866,13.3914803846153,9425"
"1,197929069,199262478,1333409,47.2323314494915,6460"
"1,210900243,212111798,1211555,18.8574103289764,6527"
"1,213687382,214692545,1005163,36.3666557906129,5206"
"1,226288054,227728814,1440760,23.2180278911171,7147"
"1,234484956,235543957,1059001,32.5423557439983,5194"
"2,23538005,24914837,1376832,71.624104214849,6719"
"2,24932488,26541565,1609077,27.0260482309342,6717"
"2,26993001,28935967,1942966,54.5252404790598,7761"
"2,31762421,33101488,1339067,11.1769145927478,6461"
"2,36799287,37788320,989033,8.78191898248246,5970"
"2,43107576,44287396,1179820,47.9395552571236,7067"
"2,61080217,62805737,1725520,18.8521691500565,7457"
"2,95486826,97970549,2483723,64.0179160968517,6261"
"2,102044003,103501927,1457924,166.141276973779,7089"
"2,110721661,113114369,2392708,96.8882705011758,7915"
"2,127201514,128136955,935441,11.0461156899116,5204"
"2,143531731,144835187,1303456,20.5244639142489,5665"
"2,181070775,182889023,1818248,Inf,8966"
"2,190810549,192069039,1258490,13.1242004847581,5259"
"2,203392155,204834456,1442301,13.2514174096186,5383"
"2,218433154,220593822,2160668,51.9249642740778,8805"
"2,224815933,226336444,1520511,143.946706384245,7564"
"2,241926395,242961282,1034887,52.7959234489639,6405"
"3,11757910,12993953,1236043,48.3195475420227,6561"
"3,36931015,38509708,1578693,12.7252073437266,6888"
